patch_index	patch_id	trait_local_index	arcana_trait_axis	locus	allele1_frequency
1	P001	0	0	5	0.37013576030875889
1	P001	0	0	6	0.37869467424257269
1	P001	0	0	7	0.3873298292477203
1	P001	0	0	8	0.39603640623204556
1	P001	0	0	9	0.40480940992771086
1	P001	0	0	10	0.41364367920693562
1	P001	0	0	11	0.42253389825492199
1	P001	0	0	12	0.43147460855485803
1	P001	0	0	13	0.44046022163274112
1	P001	0	0	14	0.44948503250295696
1	P001	0	0	15	0.45854323374916051
1	P001	0	0	16	0.46762893016913576
1	P001	0	0	17	0.47673615390702057
1	P001	0	0	18	0.48585887999168131
1	P001	0	0	19	0.49499104219613688
1	P001	0	0	20	0.50412654912984489
1	P001	0	0	21	0.51325930047341761
1	P001	0	0	22	0.52238320326394561
1	P001	0	0	23	0.53149218813862265
1	P001	0	0	24	0.54058022544476503
1	P001	0	0	25	0.5496413411256198
1	P001	0	0	26	0.55866963229351918
1	P001	0	0	27	0.56765928240495078
1	P001	0	0	28	0.57660457595591552
1	P001	0	0	29	0.58549991262048839
1	P001	0	0	30	0.59433982076071912
1	P001	0	0	31	0.60311897024182881
1	P001	0	0	32	0.61183218449300047
1	P001	0	0	33	0.62047445176083238
1	P001	0	0	34	0.62904093550964402
1	P001	0	0	35	0.63752698393018048
1	P001	0	0	36	0.64592813852578623
1	P001	0	0	37	0.65424014175269674
1	P001	0	0	38	0.66245894369864422
1	P001	0	0	39	0.67058070779141621
1	P001	0	0	40	0.67860181553623755
1	P001	0	0	41	0.68651887028782221
1	P001	0	0	42	0.69432870006956193
1	P001	0	0	43	0.70202835945855935
1	P001	0	0	44	0.70961513056098613
1	P001	0	0	45	0.71708652310754895
1	P001	0	0	46	0.72444027370360031
1	P001	0	0	47	0.73167434427266664
1	P001	0	0	48	0.73878691973581057
1	P001	0	0	49	0.74577640497234143
1	P001	0	0	50	0.75264142110990651
1	P001	0	0	51	0.75938080119395657
1	P001	0	0	52	0.76599358528799888
1	P001	0	0	53	0.77247901505694827
1	P001	0	0	54	0.77883652788628721
1	P001	0	0	55	0.78506575058968031
1	P001	0	0	56	0.79116649275719808
1	P001	0	0	57	0.79713873979540995
1	P001	0	0	58	0.80298264570937128
1	P001	0	0	59	0.80869852567496214
1	P001	0	0	60	0.81428684844820731
1	P001	0	0	61	0.81974822865613794
1	P001	0	0	62	0.82508341901148829
1	P001	0	0	63	0.83029330249110478
1	P001	1	1	0	0.19271011389122936
1	P001	1	1	1	0.19833417377180843
1	P001	1	1	2	0.20408095294323603
1	P001	1	1	3	0.20995071479678995
1	P001	1	1	4	0.21594357341700671
1	P001	1	1	5	0.22205948694420982
1	P001	1	1	6	0.22829825112904753
1	P001	1	1	7	0.23465949312098183
1	P001	1	1	8	0.24114266553394717
1	P001	1	1	9	0.2477470408333993
1	P001	1	1	10	0.25447170608968961
1	P001	1	1	11	0.26131555814307861
1	P001	1	1	12	0.26827729922572846
1	P001	1	1	13	0.2753554330856548
1	P001	1	1	14	0.2825482616568466
1	P001	1	1	15	0.28985388231856235
1	P001	1	1	16	0.29727018578516368
1	P001	1	1	17	0.30479485466573542
1	P001	1	1	18	0.31242536273016736
1	P001	1	1	19	0.32015897491532452
1	P001	1	1	20	0.32799274810142276
1	P001	1	1	21	0.33592353268476566
1	P001	1	1	22	0.34394797496859553
1	P001	1	1	23	0.35206252038901154
1	P001	1	1	24	0.36026341758771807
1	P001	1	1	25	0.36854672333785188
1	P001	1	1	26	0.37690830832332367
1	P001	1	1	27	0.38534386376606528
1	P001	1	1	28	0.39384890888934693
1	P001	1	1	29	0.40241879919899226
1	P001	1	1	30	0.41104873555793453
1	P001	1	1	31	0.41973377402320128
1	P001	1	1	32	0.42846883640815736
1	P001	1	1	33	0.43724872152676308
1	P001	1	1	34	0.44606811707077038
1	P001	1	1	35	0.45492161206529125
1	P001	1	1	36	0.46380370984306479
1	P001	1	1	37	0.47270884147312053
1	P001	1	1	38	0.48163137957542884
1	P001	1	1	39	0.4905656524496127
1	P001	1	1	40	0.49950595844290724
1	P001	1	1	41	0.5084465804803453
1	P001	1	1	42	0.51738180067863981
1	P001	1	1	43	0.52630591496445456
1	P001	1	1	44	0.53521324761772027
1	P001	1	1	45	0.54409816566133951
1	P001	1	1	46	0.55295509302005919
1	P001	1	1	47	0.56177852437342057
1	P001	1	1	48	0.57056303863050783
1	P001	1	1	49	0.57930331195766849
1	P001	1	1	50	0.58799413029442171
1	P001	1	1	51	0.59663040129734779
1	P001	1	1	52	0.60520716565680444
1	P001	1	1	53	0.61371960773677003
1	P001	1	1	54	0.62216306549391387
1	P001	1	1	55	0.63053303963803897
1	P001	1	1	56	0.63882520200228954
1	P001	1	1	57	0.64703540309786045
1	P001	1	1	58	0.65515967883433157
1	P001	1	1	59	0.66319425639309537
1	P001	1	1	60	0.67113555924758928
1	P001	1	1	61	0.67898021133011266
1	P001	1	1	62	0.68672504035084203
1	P001	1	1	63	0.69436708028022243
