0,4512.205669,4707.440918,4609.772229,4535.416188,6500,7353.910524,7316.41989,6053.924347,3901.281841,4589.117562,4438.468204,7340.980861,4964.876635,3300,3733.630941,223.6067977,7223.572523,2334.523506,6200,6000.833275,4044.749683,4373.785546,9047.098983,7300.684899,8683.317338,8919.641248,9617.692031,8998.88882,632.455532,7717.512553,3701.351105
4512.205669,0,200,100,100,2325.94067,7962.411695,7983.107165,8653.900855,8372.574276,141.4213562,141.4213562,7826.237921,8884.255737,7764.663547,860.2325267,4295.346319,7885.429601,6844.705983,2059.126028,1835.755975,565.6854249,223.6067977,5382.378656,7844.743463,7863.841301,5656.854249,10206.86044,5907.622195,3883.297568,7610.519036,8174.350127
4707.440918,200,0,100,223.6067977,2147.091055,8004.998438,8028.075735,8469.356528,8570.880935,141.4213562,316.227766,7864.477096,8688.498144,7963.039621,1029.563014,4491.102315,7930.952024,7040.596566,1886.796226,1664.331698,721.1102551,360.5551275,5220.153254,7885.429601,7840.918314,5517.24569,10076.70581,5742.821606,4079.215611,7623.647421,8372.574276
4609.772229,100,100,0,141.4213562,2236.067977,7983.107165,8004.998438,8561.541917,8471.717653,100,223.6067977,7844.743463,8786.353055,7863.841301,943.3981132,4393.176527,7907.591289,6942.621983,1972.308292,1749.285568,640.3124237,282.8427125,5300.943312,7864.477096,7851.751397,5586.591089,10141.4989,5824.946352,3981.205847,7616.42961,8273.451517
4535.416188,100,223.6067977,141.4213562,0,2370.653918,8060.397013,8080.84154,8692.525525,8386.298349,223.6067977,100,7924.645102,8905.054744,7778.174593,921.9544457,4317.406629,7983.107165,6865.857558,2109.502311,1886.796226,640.3124237,316.227766,5440.588203,7942.921377,7963.039621,5728.001397,10282.50942,5964.05902,3905.124838,7710.38261,8188.406438
6500,2325.94067,2147.091055,2236.067977,2370.653918,0,7741.446893,7789.736838,6332.45608,7600.657866,2193.17122,2459.674775,7559.100476,6648.308055,8200,2844.292531,6300.793601,7702.596965,8809.086218,300,509.9019514,2570.992026,2340.939982,3114.4823,7605.918748,6888.39604,3551.056181,8127.115109,3623.534186,5903.388857,7057.619995,7800.640999
7353.910524,7962.411695,8004.998438,7983.107165,8060.397013,7741.446893,0,100,9529.428105,9475.230868,7885.429601,8041.144197,223.6067977,9761.659695,9135.097153,7355.270219,7373.601562,141.4213562,8183.520025,7602.631123,7605.918748,7496.665926,7746.612163,7621.679605,141.4213562,2600,6767.569726,8300.602388,7905.69415,7337.574531,1216.552506,9334.880824
7316.41989,7983.107165,8028.075735,8004.998438,8080.84154,7789.736838,100,0,9441.398202,9404.786016,7907.591289,8060.397013,316.227766,9682.97475,9068.627239,7368.174808,7338.937253,100,8121.576202,7647.875522,7648.52927,7513.321503,7766.595136,7700.649323,223.6067977,2700,6850.547423,8400.595217,7988.116173,7308.214556,1315.294644,9265.527508
6053.924347,8653.900855,8469.356528,8561.541917,8692.525525,6332.45608,9529.428105,9441.398202,0,2780.287755,8523.496935,8784.645696,9660.227741,1655.294536,3252.691193,9139.474821,6276.941931,9394.147114,3807.886553,6612.866247,6835.202996,8886.506625,8672.946443,3605.551275,9571.3113,8321.658489,4060.788101,4588.027899,3100,6685.057965,9436.630755,2906.888371
3901.281841,8372.574276,8570.880935,8471.717653,8386.298349,7600.657866,9475.230868,9404.786016,2780.287755,0,8459.314393,8287.339742,9548.298278,1220.655562,608.276253,7623.647421,4104.87515,9333.809512,1627.88206,7900.632886,8102.46876,7930.952024,8249.242389,5664.803615,9476.286192,10980.8925,6395.310782,7249.827584,5280.151513,4509.988914,10230.34701,200
4589.117562,141.4213562,141.4213562,100,223.6067977,2193.17122,7885.429601,7907.591289,8523.496935,8459.314393,0,282.8427125,7746.612163,8766.413178,7851.751397,894.427191,4373.785546,7810.249676,6923.149572,1923.538406,1700,583.0951895,223.6067977,5243.090692,7766.595136,7752.418977,5515.432893,10065.78363,5768.882041,3962.322551,7516.648189,8260.750571
4438.468204,141.4213562,316.227766,223.6067977,100,2459.674775,8041.144197,8060.397013,8784.645696,8287.339742,282.8427125,0,7907.591289,9002.777349,7679.192666,848.5281374,4220.189569,7962.411695,6768.308504,2195.44984,1972.308292,583.0951895,300,5521.775077,7924.645102,7976.214641,5798.275606,10347.94666,6046.486583,3807.886553,7705.84194,8089.499366
7340.980861,7826.237921,7864.477096,7844.743463,7924.645102,7559.100476,223.6067977,316.227766,9660.227741,9548.298278,7746.612163,7907.591289,0,9860.020284,9196.738552,7233.947747,7353.910524,300,8232.860985,7424.957912,7432.36167,7368.174808,7611.832894,7402.702209,100,2402.08243,6545.99114,8100,7684.399781,7305.477397,1004.987562,9404.786016
4964.876635,8884.255737,8688.498144,8786.353055,8905.054744,6648.308055,9761.659695,9682.97475,1655.294536,1220.655562,8766.413178,9002.777349,9860.020284,0,1788.854382,8697.700846,5178.80295,9621.330469,2630.589288,6946.221995,7156.814934,9009.439494,8944.27191,4492.215489,9780.081799,9761.659695,5189.412298,6229.767251,4085.339643,5590.169944,10623.08806,1389.244399
3300,7764.663547,7963.039621,7863.841301,7778.174593,8200,9135.097153,9068.627239,3252.691193,608.276253,7851.751397,7679.192666,9196.738552,1788.854382,0,7017.834424,3501.42828,8993.886813,1077.032961,8500,8700.574694,7324.616031,7641.98927,6262.587325,9128.526716,11042.19181,6977.82201,7605.918748,5869.412236,3905.124838,9841.239759,412.3105626
3733.630941,860.2325267,1029.563014,943.3981132,921.9544457,2844.292531,7355.270219,7368.174808,9139.474821,7623.647421,894.427191,848.5281374,7233.947747,8697.700846,7017.834424,0,3522.782991,7269.112738,6067.124525,2549.509757,2334.523506,316.227766,670.8203932,5724.508713,7244.308111,7495.331881,5860.03413,10324.7276,6260.990337,3114.4823,7106.335202,7424.284477
223.6067977,4295.346319,4491.102315,4393.176527,4317.406629,6300.793601,7373.601562,7338.937253,6276.941931,4104.87515,4373.785546,4220.189569,7353.910524,5178.80295,3501.42828,3522.782991,0,7244.998275,2549.509757,6000.833275,5800,3832.753579,4159.326869,8876.936408,7316.41989,8640.023148,8766.413178,9831.073187,9217.917335,412.3105626,7702.596965,3905.124838
7223.572523,7885.429601,7930.952024,7907.591289,7983.107165,7702.596965,141.4213562,100,9394.147114,9333.809512,7810.249676,7962.411695,300,9621.330469,8993.886813,7269.112738,7244.998275,0,8043.009387,7559.100476,7558.438992,7414.849965,7668.767828,7640.026178,200,2701.851217,6795.586803,8400,7932.212806,7212.489168,1303.840481,9193.475948
2334.523506,6844.705983,7040.596566,6942.621983,6865.857558,8809.086218,8183.520025,8121.576202,3807.886553,1627.88206,6923.149572,6768.308504,8232.860985,2630.589288,1077.032961,6067.124525,2549.509757,8043.009387,0,8509.40656,8315.046602,6378.871374,6708.203932,7106.335202,8168.843247,10012.4922,7749.193506,7800.640999,6676.076692,2961.418579,8839.117603,1431.782106
6200,2059.126028,1886.796226,1972.308292,2109.502311,300,7602.631123,7647.875522,6612.866247,7900.632886,1923.538406,2195.44984,7424.957912,6946.221995,8500,2549.509757,6000.833275,7559.100476,8509.40656,0,223.6067977,2280.35085,2061.552813,3342.154993,7468.60094,6846.897107,3720.215048,8300.602388,3860.051813,5603.57029,6957.010852,8100.61726
6000.833275,1835.755975,1664.331698,1749.285568,1886.796226,509.9019514,7605.918748,7648.52927,6835.202996,8102.46876,1700,1972.308292,7432.36167,7156.814934,8700.574694,2334.523506,5800,7558.438992,8315.046602,223.6067977,0,2061.552813,1838.477631,3560.898763,7473.285757,6926.037828,3920.459157,8500,4080.441153,5400.925847,6992.138443,8302.409289
4044.749683,565.6854249,721.1102551,640.3124237,640.3124237,2570.992026,7496.665926,7513.321503,8886.506625,7930.952024,583.0951895,583.0951895,7368.174808,9009.439494,7324.616031,316.227766,3832.753579,7414.849965,6378.871374,2280.35085,2061.552813,0,360.5551275,5507.267925,7382.41153,7531.268154,5685.068161,10183.31969,6041.522987,3423.448554,7200,7731.752712
4373.785546,223.6067977,360.5551275,282.8427125,316.227766,2340.939982,7746.612163,7766.595136,8672.946443,8249.242389,223.6067977,300,7611.832894,8944.27191,7641.98927,670.8203932,4159.326869,7668.767828,6708.203932,2061.552813,1838.477631,360.5551275,0,5353.503526,7629.547824,7679.192666,5590.169944,10123.73449,5883.026432,3748.332963,7406.078585,8050.465825
9047.098983,5382.378656,5220.153254,5300.943312,5440.588203,3114.4823,7621.679605,7700.649323,3605.551275,5664.803615,5243.090692,5521.775077,7402.702209,4492.215489,6262.587325,5724.508713,8876.936408,7640.026178,7106.335202,3342.154993,3560.898763,5507.267925,5353.503526,0,7481.310046,5800.862005,984.8857802,5142.956348,538.5164807,8516.454661,6579.51366,5852.349955
7300.684899,7844.743463,7885.429601,7864.477096,7942.921377,7605.918748,141.4213562,223.6067977,9571.3113,9476.286192,7766.595136,7924.645102,100,9780.081799,9128.526716,7244.308111,7316.41989,200,8168.843247,7468.60094,7473.285757,7382.41153,7629.547824,7481.310046,0,2501.999201,6628.725368,8200,7766.595136,7273.238618,1104.536102,9333.809512
8683.317338,7863.841301,7840.918314,7851.751397,7963.039621,6888.39604,2600,2700,8321.658489,10980.8925,7752.418977,7976.214641,2402.08243,9761.659695,11042.19181,7495.331881,8640.023148,2701.851217,10012.4922,6846.897107,6926.037828,7531.268154,7679.192666,5800.862005,2501.999201,0,4841.487375,5700.877125,5954.829972,8487.63807,1414.213562,11140.01795
8919.641248,5656.854249,5517.24569,5586.591089,5728.001397,3551.056181,6767.569726,6850.547423,4060.788101,6395.310782,5515.432893,5798.275606,6545.99114,5189.412298,6977.82201,5860.03413,8766.413178,6795.586803,7749.193506,3720.215048,3920.459157,5685.068161,5590.169944,984.8857802,6628.725368,4841.487375,0,4580.392996,1140.175425,8430.895563,5685.068161,6574.191966
9617.692031,10206.86044,10076.70581,10141.4989,10282.50942,8127.115109,8300.602388,8400.595217,4588.027899,7249.827584,10065.78363,10347.94666,8100,6229.767251,7605.918748,10324.7276,9831.073187,8400,7800.640999,8300.602388,8500,10183.31969,10123.73449,5142.956348,8200,5700.877125,4580.392996,0,4753.94573,10191.17265,7100.70419,7334.848328
8998.88882,5907.622195,5742.821606,5824.946352,5964.05902,3623.534186,7905.69415,7988.116173,3100,5280.151513,5768.882041,6046.486583,7684.399781,4085.339643,5869.412236,6260.990337,9217.917335,7932.212806,6676.076692,3860.051813,4080.441153,6041.522987,5883.026432,538.5164807,7766.595136,5954.829972,1140.175425,4753.94573,0,9052.071586,6824.954212,5462.600113
632.455532,3883.297568,4079.215611,3981.205847,3905.124838,5903.388857,7337.574531,7308.214556,6685.057965,4509.988914,3962.322551,3807.886553,7305.477397,5590.169944,3905.124838,3114.4823,412.3105626,7212.489168,2961.418579,5603.57029,5400.925847,3423.448554,3748.332963,8516.454661,7273.238618,8487.63807,8430.895563,10191.17265,9052.071586,0,7602.631123,4310.452412
7717.512553,7610.519036,7623.647421,7616.42961,7710.38261,7057.619995,1216.552506,1315.294644,9436.630755,10230.34701,7516.648189,7705.84194,1004.987562,10623.08806,9841.239759,7106.335202,7702.596965,1303.840481,8839.117603,6957.010852,6992.138443,7200,7406.078585,6579.51366,1104.536102,1414.213562,5685.068161,7100.70419,6824.954212,7602.631123,0,10076.70581
3701.351105,8174.350127,8372.574276,8273.451517,8188.406438,7800.640999,9334.880824,9265.527508,2906.888371,200,8260.750571,8089.499366,9404.786016,1389.244399,412.3105626,7424.284477,3905.124838,9193.475948,1431.782106,8100.61726,8302.409289,7731.752712,8050.465825,5852.349955,9333.809512,11140.01795,6574.191966,7334.848328,5462.600113,4310.452412,10076.70581,0
