GridcellIndex,FunctionalGroupIndex,JuvenileMass,AdultMass,IndividualBodyMass,CohortAbundance,LogOptimalPreyBodySizeRatio,BirthTimeStep,ProportionTimeActive,TrophicIndex,IndividualReproductivePotentialMass,MaturityTimeStep,IsAdult,AgeMonths,TimeStepsJuviline,TimeStepsAdult
0,6,65.405,2459.61,2059.25,30323.3,-2.71651,14,0.10683,2,2.8991,4294967295,0,11,11,0
0,6,7.57834,69.8856,69.8856,212811,-2.20265,15,0.10683,2,-1.48957e-15,19,1,10,4,6
0,6,38.2776,807.333,807.333,9.6798e+06,-2.35147,16,0.10683,2,244.666,24,1,9,8,1
0,6,62.319,2449.38,986.591,21980.1,-2.71651,17,0.10683,2,0,4294967295,0,8,8,0
0,6,28.9615,1391.96,696.144,326509,-2.24328,17,0.10683,2,0,4294967295,0,8,8,0
0,6,1083.88,16165.1,2088.17,1.82639e+06,-2.46243,22,0.10683,2,0,4294967295,0,3,3,0
0,6,64.0666,2590.54,234.812,10791.4,-2.71651,22,0.10683,2,0,4294967295,0,3,3,0
0,6,199.629,2883.07,542.945,2.37647e+06,-2.30426,22,0.10683,2,0,4294967295,0,3,3,0
0,6,113.482,8103.51,355.456,701737,-2.34468,22,0.10683,2,0,4294967295,0,3,3,0
0,6,39.3941,860.497,166.655,4.08618e+07,-2.35147,22,0.10683,2,0,4294967295,0,3,3,0
0,6,17.9315,477.694,59.9165,7.64279e+06,-2.50065,23,0.10683,2,0,4294967295,0,2,2,0
0,6,7.06319,71.718,15.4991,1.53925e+07,-2.20265,24,0.10683,2,0,4294967295,0,1,1,0
0,6,207.599,2947.72,207.599,5.32028e+07,-2.30426,25,0.10683,2,0,4294967295,0,0,0,0
0,6,29.4162,1385.78,29.4162,1.46008e+07,-2.24328,25,0.10683,2,0,4294967295,0,0,0,0
0,6,7.53078,71.9091,7.53078,1.64219e+06,-2.20265,25,0.10683,2,0,4294967295,0,0,0,0
0,6,18.5951,464.92,18.5951,6.9973e+06,-2.50065,25,0.10683,2,0,4294967295,0,0,0,0
0,7,458.729,15238.4,15238.4,105300,-2.35147,0,0.10683,3.05862,5408.1,19,1,26,20,6
0,7,551.678,7498.23,7498.23,44748.7,-2.46243,0,0.10683,3.2023,3345.48,17,1,26,18,8
0,7,144.347,10582.5,10582.5,143932,-2.34468,0,0.10683,3.0816,3197.08,20,1,26,21,5
0,7,132.212,1779.77,1779.77,796195,-2.20265,0,0.10683,3.38521,0,16,1,26,17,9
0,7,633.422,29259.5,29259.5,335254,-2.18799,0,0.10683,3.14377,12849.3,20,1,26,21,5
0,7,27.7059,865.147,865.147,2.30555e+06,-2.20756,16,0.10683,3.13807,0,20,1,9,4,5
0,7,23.5602,243.959,243.959,8.36216e+06,-2.30426,17,0.10683,3.40199,96.5279,19,1,8,2,6
0,7,551.678,7498.23,2306.92,8.95675e+06,-2.46243,22,0.10683,3.22763,0,4294967295,0,3,3,0
0,7,23.5626,247.583,22.2938,1.53767e+07,-2.30426,22,0.10683,3.50828,0,4294967295,0,3,3,0
0,7,136.643,10509.7,925.119,1.53035e+07,-2.34468,22,0.10683,3.07855,0,4294967295,0,3,3,0
0,7,647.525,28379.4,1670.84,1.5407e+07,-2.18799,23,0.10683,3.10834,0,4294967295,0,2,2,0
0,7,39.5256,386.123,37.2509,3.23789e+08,-2.30151,23,0.10683,3.13118,0,4294967295,0,2,2,0
0,7,552.527,7328.66,903.689,641762,-2.46243,24,0.10683,3.28964,0,4294967295,0,1,1,0
